DATA;Inversor_Jet;Nivel_Jet;Valvula_Pressao_Reator;Valvula_Vazao_Soda;Vavula_Temp_TC1_Secagem_2
16/12/22 0:00;100,00;0,00;100,00;48,50;70,70
16/12/22 0:01;100,00;0,00;100,00;48,60;70,70
16/12/22 0:02;100,00;0,00;100,00;48,50;70,40
16/12/22 0:03;100,00;0,00;100,00;48,60;70,10
16/12/22 0:04;100,00;0,00;100,00;48,50;69,90
16/12/22 0:05;100,00;0,00;100,00;48,40;69,70
16/12/22 0:06;100,00;0,00;100,00;48,50;69,60
16/12/22 0:07;100,00;0,00;100,00;48,50;69,40
16/12/22 0:08;100,00;0,00;100,00;48,60;69,30
16/12/22 0:09;100,00;0,00;100,00;48,50;69,10
16/12/22 0:10;100,00;0,00;100,00;48,60;68,90
16/12/22 0:11;100,00;0,00;100,00;48,50;68,20
16/12/22 0:12;100,00;0,00;100,00;48,50;68,60
16/12/22 0:13;100,00;0,00;100,00;48,60;67,80
16/12/22 0:14;100,00;0,00;100,00;48,50;67,90
16/12/22 0:15;100,00;0,00;100,00;48,60;67,60
16/12/22 0:16;100,00;0,00;100,00;48,50;67,20
16/12/22 0:17;100,00;0,00;100,00;48,50;66,60
16/12/22 0:18;100,00;0,00;100,00;48,40;66,60
16/12/22 0:19;100,00;0,00;100,00;48,30;66,40
16/12/22 0:20;100,00;0,00;100,00;48,30;66,60
16/12/22 0:21;100,00;0,00;100,00;48,30;66,80
16/12/22 0:22;100,00;0,00;100,00;48,40;67,50
16/12/22 0:23;100,00;0,00;100,00;48,30;67,90
16/12/22 0:24;100,00;0,00;100,00;48,40;68,50
16/12/22 0:25;100,00;0,00;100,00;48,40;68,80
16/12/22 0:26;100,00;0,00;100,00;48,50;68,80
16/12/22 0:27;100,00;0,00;100,00;48,30;68,80
16/12/22 0:28;100,00;0,00;100,00;48,50;68,70
16/12/22 0:29;100,00;0,00;100,00;48,40;68,60
16/12/22 0:30;100,00;0,00;100,00;48,50;68,30
16/12/22 0:31;100,00;0,00;100,00;48,40;67,60
16/12/22 0:32;100,00;0,00;100,00;48,50;67,40
16/12/22 0:33;100,00;0,00;100,00;48,40;67,10
16/12/22 0:34;100,00;0,00;100,00;48,50;66,50
16/12/22 0:35;100,00;0,00;100,00;48,40;67,00
16/12/22 0:36;100,00;0,00;100,00;48,50;66,80
16/12/22 0:37;100,00;0,00;100,00;48,40;66,40
16/12/22 0:38;100,00;0,00;100,00;48,50;66,60
16/12/22 0:39;100,00;0,00;100,00;48,50;66,50
16/12/22 0:40;100,00;0,00;100,00;48,50;66,00
16/12/22 0:41;100,00;0,00;100,00;48,50;66,20
16/12/22 0:42;100,00;0,00;100,00;48,60;65,90
16/12/22 0:43;100,00;0,00;100,00;48,60;65,50
16/12/22 0:44;100,00;0,00;100,00;48,60;65,20
16/12/22 0:45;100,00;0,00;100,00;48,50;64,70
16/12/22 0:46;100,00;0,00;100,00;48,50;64,40
16/12/22 0:47;100,00;0,00;100,00;48,50;64,20
16/12/22 0:48;100,00;0,00;100,00;48,50;64,00
16/12/22 0:49;100,00;0,00;100,00;48,40;63,90
16/12/22 0:50;100,00;0,00;100,00;48,50;63,80
16/12/22 0:51;100,00;0,00;100,00;48,40;63,60
16/12/22 0:52;100,00;0,00;100,00;48,60;63,40
16/12/22 0:53;100,00;0,00;100,00;48,50;63,20
16/12/22 0:54;100,00;0,00;100,00;48,50;62,80
16/12/22 0:55;100,00;0,00;100,00;48,30;62,50
16/12/22 0:56;100,00;0,00;100,00;48,40;62,20
16/12/22 0:57;100,00;0,00;100,00;48,30;62,00
16/12/22 0:58;100,00;0,00;100,00;48,30;61,80
16/12/22 0:59;100,00;0,00;100,00;48,30;61,70
16/12/22 1:00;100,00;0,00;100,00;48,30;61,60
16/12/22 1:01;100,00;0,00;100,00;48,40;61,70
16/12/22 1:02;100,00;0,00;100,00;48,30;61,70
16/12/22 1:03;100,00;0,00;100,00;48,40;61,70
16/12/22 1:04;100,00;0,00;100,00;48,50;61,70
16/12/22 1:05;100,00;0,00;100,00;48,40;61,70
16/12/22 1:06;100,00;0,00;100,00;48,30;61,70
16/12/22 1:07;100,00;0,00;100,00;48,30;61,50
16/12/22 1:08;100,00;0,00;100,00;48,30;61,30
16/12/22 1:09;100,00;0,00;100,00;48,30;61,30
16/12/22 1:10;100,00;0,00;100,00;48,20;61,30
16/12/22 1:11;100,00;0,00;100,00;48,20;61,20
16/12/22 1:12;100,00;0,00;100,00;48,50;61,20
16/12/22 1:13;100,00;0,00;100,00;48,50;61,30
16/12/22 1:14;100,00;0,00;100,00;48,70;61,40
16/12/22 1:15;100,00;0,00;100,00;48,80;61,60
16/12/22 1:16;100,00;0,00;100,00;48,80;61,70
16/12/22 1:17;100,00;0,00;100,00;48,80;61,90
16/12/22 1:18;100,00;0,00;100,00;48,90;62,10
16/12/22 1:19;100,00;0,00;100,00;48,80;61,70
16/12/22 1:20;100,00;0,00;100,00;48,80;62,20
16/12/22 1:21;100,00;0,00;100,00;48,80;62,10
16/12/22 1:22;100,00;0,00;100,00;48,70;61,60
16/12/22 1:23;100,00;0,00;100,00;48,80;61,50
16/12/22 1:24;100,00;0,00;100,00;48,60;62,30
16/12/22 1:25;100,00;0,00;100,00;48,70;62,60
16/12/22 1:26;100,00;0,00;100,00;48,60;62,80
16/12/22 1:27;100,00;0,00;100,00;48,50;62,80
16/12/22 1:28;100,00;0,00;100,00;48,60;62,30
16/12/22 1:29;100,00;0,00;100,00;48,50;62,50
16/12/22 1:30;100,00;0,00;100,00;48,60;62,10
16/12/22 1:31;100,00;0,00;100,00;48,40;61,70
16/12/22 1:32;100,00;0,00;100,00;48,60;61,30
16/12/22 1:33;100,00;0,00;100,00;48,60;60,90
16/12/22 1:34;100,00;0,00;100,00;48,60;60,60
16/12/22 1:35;100,00;0,00;100,00;48,60;60,50
16/12/22 1:36;100,00;0,00;100,00;48,60;60,30
16/12/22 1:37;100,00;0,00;100,00;48,50;60,40
16/12/22 1:38;100,00;0,00;100,00;48,60;60,40
16/12/22 1:39;100,00;0,00;100,00;48,50;60,50
16/12/22 1:40;100,00;0,00;100,00;48,50;60,60
16/12/22 1:41;100,00;0,00;100,00;48,60;60,60
16/12/22 1:42;100,00;0,00;100,00;48,50;60,60
16/12/22 1:43;100,00;0,00;100,00;48,50;60,60
16/12/22 1:44;100,00;0,00;100,00;48,50;60,70
16/12/22 1:45;100,00;0,00;100,00;48,50;60,70
16/12/22 1:46;100,00;0,00;100,00;48,50;60,80
16/12/22 1:47;100,00;0,00;100,00;48,50;60,20
16/12/22 1:48;100,00;0,00;100,00;48,50;60,60
16/12/22 1:49;100,00;0,00;100,00;48,50;60,40
16/12/22 1:50;100,00;0,00;100,00;48,60;60,60
16/12/22 1:51;100,00;0,00;100,00;48,50;60,50
16/12/22 1:52;100,00;0,00;100,00;48,60;60,60
16/12/22 1:53;100,00;0,00;100,00;48,60;60,60
16/12/22 1:54;100,00;0,00;100,00;48,50;60,50
16/12/22 1:55;100,00;0,00;100,00;48,50;60,30
16/12/22 1:56;100,00;0,00;100,00;48,50;60,20
16/12/22 1:57;100,00;0,00;100,00;48,40;59,90
16/12/22 1:58;100,00;0,00;100,00;48,50;59,80
16/12/22 1:59;100,00;0,00;100,00;48,40;59,60
16/12/22 2:00;100,00;0,00;100,00;48,40;59,20
16/12/22 2:01;100,00;0,00;100,00;48,40;59,00
16/12/22 2:02;100,00;0,00;100,00;48,40;58,80
16/12/22 2:03;100,00;0,00;100,00;48,50;58,50
16/12/22 2:04;100,00;0,00;100,00;48,50;58,20
16/12/22 2:05;100,00;0,00;100,00;48,50;58,00
16/12/22 2:06;100,00;0,00;100,00;48,50;58,00
16/12/22 2:07;100,00;0,00;100,00;48,50;58,00
16/12/22 2:08;100,00;0,00;100,00;48,60;58,00
16/12/22 2:09;100,00;0,00;100,00;48,50;58,10
16/12/22 2:10;100,00;0,00;100,00;48,50;57,60
16/12/22 2:11;100,00;0,00;100,00;48,30;58,20
16/12/22 2:12;100,00;0,00;100,00;48,60;58,20
16/12/22 2:13;100,00;0,00;100,00;48,50;58,20
16/12/22 2:14;100,00;0,00;100,00;48,50;58,30
16/12/22 2:15;100,00;0,00;100,00;48,50;58,20
16/12/22 2:16;100,00;0,00;100,00;48,50;58,10
16/12/22 2:17;100,00;0,00;100,00;48,50;58,10
16/12/22 2:18;100,00;0,00;100,00;48,60;58,00
16/12/22 2:19;100,00;0,00;100,00;48,50;58,00
16/12/22 2:20;100,00;0,00;100,00;48,70;58,00
16/12/22 2:21;100,00;0,00;100,00;48,50;58,00
16/12/22 2:22;100,00;0,00;100,00;48,70;58,00
16/12/22 2:23;100,00;0,00;100,00;48,50;58,00
16/12/22 2:24;100,00;0,00;100,00;48,70;58,10
16/12/22 2:25;100,00;0,00;100,00;48,60;58,20
16/12/22 2:26;100,00;0,00;100,00;48,60;58,30
16/12/22 2:27;100,00;0,00;100,00;48,50;58,40
16/12/22 2:28;100,00;0,00;100,00;48,60;58,40
16/12/22 2:29;100,00;0,00;100,00;48,50;58,30
16/12/22 2:30;100,00;0,00;100,00;48,60;58,00
16/12/22 2:31;100,00;0,00;100,00;48,50;57,80
16/12/22 2:32;100,00;0,00;100,00;48,60;57,70
16/12/22 2:33;100,00;0,00;100,00;48,50;57,60
16/12/22 2:34;100,00;0,00;100,00;48,60;57,40
16/12/22 2:35;100,00;0,00;100,00;48,60;57,30
16/12/22 2:36;100,00;0,00;100,00;48,60;57,40
16/12/22 2:37;100,00;0,00;100,00;48,60;57,50
16/12/22 2:38;100,00;0,00;100,00;48,60;57,10
16/12/22 2:39;100,00;0,00;100,00;48,60;57,70
16/12/22 2:40;100,00;0,00;100,00;48,70;58,00
16/12/22 2:41;100,00;0,00;100,00;48,60;58,30
16/12/22 2:42;100,00;0,00;100,00;48,60;58,60
16/12/22 2:43;100,00;0,00;100,00;48,60;58,90
16/12/22 2:44;100,00;0,00;100,00;48,70;59,20
16/12/22 2:45;100,00;0,00;100,00;48,70;59,30
16/12/22 2:46;100,00;0,00;100,00;48,70;59,30
16/12/22 2:47;100,00;0,00;100,00;48,70;59,40
16/12/22 2:48;100,00;0,00;100,00;48,60;59,30
16/12/22 2:49;100,00;0,00;100,00;48,60;59,30
16/12/22 2:50;100,00;0,00;100,00;48,70;59,30
16/12/22 2:51;100,00;0,00;100,00;48,60;59,30
16/12/22 2:52;100,00;0,00;100,00;48,60;59,30
16/12/22 2:53;100,00;0,00;100,00;48,60;59,50
16/12/22 2:54;100,00;0,00;100,00;48,60;59,50
16/12/22 2:55;100,00;0,00;100,00;48,70;59,70
16/12/22 2:56;100,00;0,00;100,00;48,80;59,60
16/12/22 2:57;100,00;0,00;100,00;48,80;59,50
16/12/22 2:58;100,00;0,00;100,00;48,90;59,50
16/12/22 2:59;100,00;0,00;100,00;48,80;59,40
16/12/22 3:00;100,00;0,00;100,00;48,80;59,50
16/12/22 3:01;100,00;0,00;100,00;48,80;59,50
16/12/22 3:02;100,00;0,00;100,00;48,80;59,50
16/12/22 3:03;100,00;0,00;100,00;48,70;59,50
16/12/22 3:04;100,00;0,00;100,00;48,70;59,60
16/12/22 3:05;100,00;0,00;100,00;48,70;59,70
16/12/22 3:06;100,00;0,00;100,00;48,70;60,00
16/12/22 3:07;100,00;0,00;100,00;48,60;60,30
16/12/22 3:08;100,00;0,00;100,00;48,50;60,20
16/12/22 3:09;100,00;0,00;100,00;48,60;61,00
16/12/22 3:10;100,00;0,00;100,00;48,50;61,30
16/12/22 3:11;100,00;0,00;100,00;48,60;61,50
16/12/22 3:12;100,00;0,00;100,00;48,60;61,60
16/12/22 3:13;100,00;0,00;100,00;48,60;61,80
16/12/22 3:14;100,00;0,00;100,00;48,60;61,70
16/12/22 3:15;100,00;0,00;100,00;48,70;61,70
16/12/22 3:16;100,00;0,00;100,00;48,80;61,70
16/12/22 3:17;100,00;0,00;100,00;48,80;61,80
16/12/22 3:18;100,00;0,00;100,00;48,80;61,80
16/12/22 3:19;100,00;0,10;100,00;48,80;61,80
16/12/22 3:20;100,00;0,10;100,00;48,90;61,50
16/12/22 3:21;100,00;0,10;100,00;48,80;61,90
16/12/22 3:22;100,00;0,40;100,00;0,00;61,90
16/12/22 3:23;100,00;0,20;100,00;0,00;61,90
16/12/22 3:24;100,00;0,30;100,00;0,00;62,00
16/12/22 3:25;100,00;0,30;100,00;0,00;62,00
16/12/22 3:26;100,00;0,70;100,00;0,00;62,10
16/12/22 3:27;100,00;10,00;100,00;0,00;62,20
16/12/22 3:28;100,00;0,00;100,00;0,00;62,40
16/12/22 3:29;100,00;0,00;100,00;0,00;62,30
16/12/22 3:30;100,00;0,00;100,00;0,00;62,00
16/12/22 3:31;100,00;0,00;100,00;0,00;62,50
16/12/22 3:32;100,00;0,00;100,00;0,00;62,50
16/12/22 3:33;100,00;0,00;100,00;0,00;62,60
16/12/22 3:34;100,00;0,00;100,00;0,00;62,60
16/12/22 3:35;100,00;0,00;100,00;0,00;62,40
16/12/22 3:36;100,00;0,00;100,00;0,00;62,60
16/12/22 3:37;70,00;0,00;100,00;0,00;62,60
16/12/22 3:38;70,00;0,00;100,00;0,00;62,50
16/12/22 3:39;70,00;0,00;100,00;0,00;62,30
16/12/22 3:40;70,00;0,00;100,00;0,00;62,30
16/12/22 3:41;70,00;0,00;100,00;0,00;62,10
16/12/22 3:42;70,00;0,00;100,00;0,00;62,20
16/12/22 3:43;70,00;0,00;100,00;0,00;62,20
16/12/22 3:44;70,00;0,00;100,00;0,00;62,20
16/12/22 3:45;70,00;0,00;100,00;0,00;61,60
16/12/22 3:46;70,00;0,10;100,00;0,00;62,20
16/12/22 3:47;70,00;0,10;100,00;0,00;61,80
16/12/22 3:48;70,00;0,10;100,00;0,00;62,20
16/12/22 3:49;70,00;0,20;100,00;0,00;62,10
16/12/22 3:50;70,00;0,20;100,00;0,00;62,00
16/12/22 3:51;70,00;0,20;100,00;0,00;62,00
16/12/22 3:52;70,00;0,20;100,00;0,00;62,00
16/12/22 3:53;70,00;0,30;100,00;0,00;61,90
16/12/22 3:54;70,00;0,30;100,00;0,00;61,90
16/12/22 3:55;70,00;0,50;100,00;0,00;61,50
16/12/22 3:56;70,00;0,50;100,00;0,00;61,80
16/12/22 3:57;70,00;0,60;100,00;0,00;61,80
16/12/22 3:58;70,00;0,60;100,00;0,00;61,70
16/12/22 3:59;70,00;0,70;100,00;0,00;61,00
16/12/22 4:00;70,00;0,80;100,00;0,00;61,60
16/12/22 4:01;70,00;0,80;100,00;0,00;61,40
16/12/22 4:02;70,00;0,90;100,00;0,00;61,20
16/12/22 4:03;70,00;0,90;100,00;0,00;61,20
16/12/22 4:04;70,00;1,00;100,00;0,00;60,60
16/12/22 4:05;70,00;1,00;100,00;0,00;61,00
16/12/22 4:06;70,00;1,00;100,00;0,00;61,00
16/12/22 4:07;70,00;1,10;100,00;0,00;60,90
16/12/22 4:08;70,00;1,10;100,00;0,00;60,90
16/12/22 4:09;70,00;1,20;100,00;0,00;60,90
16/12/22 4:10;70,00;1,30;100,00;0,00;60,80
16/12/22 4:11;70,00;1,30;100,00;0,00;60,70
16/12/22 4:12;70,00;1,40;100,00;0,00;60,90
16/12/22 4:13;70,00;1,40;100,00;0,00;61,10
16/12/22 4:14;70,00;1,50;100,00;0,00;61,30
16/12/22 4:15;70,00;1,50;100,00;0,00;61,60
16/12/22 4:16;70,00;1,60;100,00;0,00;61,80
16/12/22 4:17;70,00;1,60;100,00;0,00;61,90
16/12/22 4:18;70,00;1,70;100,00;0,00;62,10
16/12/22 4:19;70,00;1,80;100,00;0,00;62,20
16/12/22 4:20;70,00;1,80;100,00;0,00;62,50
16/12/22 4:21;70,00;1,90;100,00;0,00;62,50
16/12/22 4:22;70,00;2,00;100,00;0,00;62,60
16/12/22 4:23;70,00;2,10;100,00;0,00;62,70
16/12/22 4:24;70,00;2,10;100,00;0,00;62,70
16/12/22 4:25;70,00;2,20;100,00;0,00;62,50
16/12/22 4:26;70,00;2,20;100,00;0,00;62,90
16/12/22 4:27;70,00;2,30;100,00;0,00;63,00
16/12/22 4:28;70,00;2,40;100,00;0,00;62,70
16/12/22 4:29;70,00;2,50;100,00;0,00;62,70
16/12/22 4:30;70,00;2,60;100,00;0,00;62,70
16/12/22 4:31;70,00;2,60;100,00;0,00;62,80
16/12/22 4:32;70,00;2,80;100,00;0,00;62,80
16/12/22 4:33;70,00;2,80;100,00;0,00;63,00
16/12/22 4:34;70,00;2,90;100,00;0,00;63,20
16/12/22 4:35;70,00;2,90;100,00;0,00;63,20
16/12/22 4:36;70,00;3,00;100,00;0,00;63,00
16/12/22 4:37;70,00;3,10;100,00;0,00;62,70
16/12/22 4:38;70,00;3,10;100,00;0,00;62,50
16/12/22 4:39;70,00;3,20;100,00;0,00;62,20
16/12/22 4:40;70,00;3,30;100,00;0,00;61,90
16/12/22 4:41;70,00;3,30;100,00;0,00;61,70
16/12/22 4:42;70,00;3,30;100,00;0,00;61,50
16/12/22 4:43;70,00;3,40;100,00;0,00;61,30
16/12/22 4:44;70,00;3,50;100,00;0,00;60,70
16/12/22 4:45;70,00;3,50;100,00;0,00;61,00
16/12/22 4:46;70,00;3,60;100,00;0,00;60,90
16/12/22 4:47;70,00;3,70;100,00;0,00;61,00
16/12/22 4:48;70,00;3,70;100,00;0,00;60,90
16/12/22 4:49;70,00;3,80;100,00;0,00;60,80
16/12/22 4:50;70,00;3,90;100,00;0,00;60,50
16/12/22 4:51;70,00;4,00;100,00;0,00;60,30
16/12/22 4:52;70,00;4,00;100,00;0,00;59,60
16/12/22 4:53;70,00;4,20;100,00;0,00;59,80
16/12/22 4:54;70,00;4,20;100,00;0,00;59,00
16/12/22 4:55;70,00;4,30;100,00;0,00;59,30
16/12/22 4:56;70,00;4,40;100,00;0,00;59,10
16/12/22 4:57;70,00;4,50;100,00;0,00;58,90
16/12/22 4:58;70,00;4,50;100,00;0,00;58,60
16/12/22 4:59;70,00;4,60;100,00;0,00;58,40
16/12/22 5:00;70,00;4,60;100,00;0,00;58,60
16/12/22 5:01;70,00;4,70;100,00;0,00;59,00
16/12/22 5:02;70,00;4,70;100,00;0,00;59,20
16/12/22 5:03;70,00;4,80;100,00;0,00;59,10
16/12/22 5:04;70,00;4,80;100,00;0,00;59,80
16/12/22 5:05;70,00;4,90;100,00;0,00;60,00
16/12/22 5:06;70,00;5,00;100,00;0,00;59,70
16/12/22 5:07;70,00;5,00;100,00;0,00;60,50
16/12/22 5:08;70,00;5,10;100,00;0,00;60,40
16/12/22 5:09;70,00;5,10;100,00;0,00;61,30
16/12/22 5:10;70,00;5,20;100,00;0,00;61,70
16/12/22 5:11;70,00;5,20;100,00;0,00;62,00
16/12/22 5:12;70,00;5,30;100,00;0,00;62,30
16/12/22 5:13;70,00;5,30;100,00;0,00;62,50
16/12/22 5:14;70,00;5,40;100,00;0,00;62,80
16/12/22 5:15;70,00;5,50;100,00;0,00;62,80
16/12/22 5:16;70,00;5,50;100,00;0,00;63,10
16/12/22 5:17;70,00;5,60;100,00;0,00;63,20
16/12/22 5:18;70,00;5,70;100,00;0,00;63,40
16/12/22 5:19;70,00;5,70;100,00;0,00;63,30
16/12/22 5:20;70,00;5,80;100,00;0,00;63,30
16/12/22 5:21;70,00;5,90;100,00;0,00;63,20
16/12/22 5:22;70,00;6,00;100,00;0,00;63,00
16/12/22 5:23;70,00;6,00;100,00;0,00;62,90
16/12/22 5:24;70,00;6,10;100,00;0,00;62,70
16/12/22 5:25;70,00;6,10;100,00;0,00;62,40
16/12/22 5:26;70,00;6,20;100,00;0,00;62,20
16/12/22 5:27;70,00;6,30;100,00;0,00;62,00
16/12/22 5:28;70,00;6,30;100,00;0,00;61,80
16/12/22 5:29;70,00;6,40;100,00;0,00;61,60
16/12/22 5:30;70,00;6,50;100,00;0,00;61,40
16/12/22 5:31;70,00;6,60;100,00;0,00;61,20
16/12/22 5:32;70,00;6,70;100,00;0,00;61,00
16/12/22 5:33;70,00;6,80;100,00;0,00;60,90
16/12/22 5:34;70,00;6,80;100,00;0,00;61,00
16/12/22 5:35;70,00;6,90;100,00;0,00;61,20
16/12/22 5:36;70,00;6,90;100,00;0,00;61,20
16/12/22 5:37;70,00;7,00;100,00;0,00;59,70
16/12/22 5:38;70,00;7,10;100,00;0,00;57,40
16/12/22 5:39;70,00;7,10;100,00;0,00;55,80
16/12/22 5:40;70,00;7,10;100,00;0,00;53,90
16/12/22 5:41;70,00;7,20;100,00;0,00;53,50
16/12/22 5:42;70,00;7,20;100,00;0,00;52,40
16/12/22 5:43;70,00;7,20;100,00;0,00;50,90
16/12/22 5:44;70,00;7,30;100,00;0,00;48,50
16/12/22 5:45;70,00;7,30;100,00;0,00;46,40
16/12/22 5:46;70,00;7,40;100,00;0,00;44,00
16/12/22 5:47;70,00;7,40;100,00;0,00;42,40
16/12/22 5:48;70,00;7,50;100,00;0,00;40,40
16/12/22 5:49;70,00;7,50;100,00;0,00;38,70
16/12/22 5:50;70,00;7,60;100,00;0,00;36,60
16/12/22 5:51;70,00;7,60;100,00;0,00;35,70
16/12/22 5:52;70,00;7,60;100,00;0,00;34,40
16/12/22 5:53;70,00;7,70;100,00;0,00;33,30
16/12/22 5:54;70,00;7,70;100,00;0,00;32,30
16/12/22 5:55;70,00;7,70;100,00;0,00;31,20
16/12/22 5:56;70,00;7,80;100,00;0,00;30,50
16/12/22 5:57;70,00;7,80;100,00;0,00;29,50
16/12/22 5:58;70,00;7,90;100,00;0,00;29,80
16/12/22 5:59;70,00;7,90;100,00;0,00;29,80
16/12/22 6:00;70,00;8,00;100,00;0,00;30,60
16/12/22 6:01;70,00;7,90;100,00;0,00;32,10
16/12/22 6:02;70,00;7,80;100,00;0,00;34,20
16/12/22 6:03;70,00;7,80;100,00;0,00;37,80
16/12/22 6:04;70,00;7,70;100,00;0,00;41,60
16/12/22 6:05;70,00;7,70;100,00;0,00;45,20
16/12/22 6:06;70,00;7,60;100,00;0,00;48,70
16/12/22 6:07;70,00;7,60;100,00;0,00;52,30
16/12/22 6:08;70,00;7,50;100,00;0,00;57,60
16/12/22 6:09;70,00;7,50;100,00;0,00;62,00
16/12/22 6:10;70,00;7,50;100,00;0,00;66,30
16/12/22 6:11;70,00;7,50;100,00;0,00;70,10
16/12/22 6:12;70,00;7,50;100,00;0,00;74,20
16/12/22 6:13;70,00;7,50;100,00;0,00;79,90
16/12/22 6:14;70,00;7,50;100,00;0,00;84,70
16/12/22 6:15;70,00;7,50;100,00;0,00;89,50
16/12/22 6:16;70,00;7,50;100,00;0,00;94,10
16/12/22 6:17;70,00;7,50;100,00;0,00;98,10
16/12/22 6:18;70,00;7,50;100,00;0,00;100,00
16/12/22 6:19;70,00;7,50;100,00;0,00;100,00
16/12/22 6:20;70,00;7,60;100,00;0,00;100,00
16/12/22 6:21;70,00;7,60;100,00;0,00;100,00
16/12/22 6:22;70,00;7,60;100,00;0,00;100,00
16/12/22 6:23;70,00;7,60;100,00;0,00;100,00
16/12/22 6:24;70,00;7,60;100,00;0,00;100,00
16/12/22 6:25;70,00;7,60;100,00;0,00;100,00
16/12/22 6:26;70,00;7,70;100,00;0,00;100,00
16/12/22 6:27;70,00;7,60;100,00;0,00;100,00
16/12/22 6:28;70,00;7,70;100,00;0,00;100,00
16/12/22 6:29;70,00;7,60;100,00;0,00;100,00
16/12/22 6:30;70,00;7,70;100,00;0,00;100,00
16/12/22 6:31;70,00;7,70;100,00;0,00;100,00
16/12/22 6:32;70,00;7,70;100,00;0,00;100,00
16/12/22 6:33;70,00;7,70;100,00;0,00;100,00
16/12/22 6:34;70,00;7,70;100,00;0,00;100,00
16/12/22 6:35;70,00;7,70;100,00;0,00;100,00
16/12/22 6:36;70,00;7,70;100,00;0,00;100,00
16/12/22 6:37;70,00;7,70;100,00;0,00;100,00
16/12/22 6:38;70,00;7,70;100,00;0,00;100,00
16/12/22 6:39;70,00;7,70;100,00;0,00;100,00
16/12/22 6:40;70,00;7,70;100,00;0,00;100,00
16/12/22 6:41;70,00;7,70;100,00;0,00;100,00
16/12/22 6:42;70,00;7,70;100,00;0,00;100,00
16/12/22 6:43;70,00;7,60;100,00;0,00;100,00
16/12/22 6:44;70,00;7,60;100,00;0,00;100,00
16/12/22 6:45;70,00;7,70;100,00;0,00;100,00
16/12/22 6:46;70,00;7,70;100,00;0,00;100,00
16/12/22 6:47;70,00;7,70;100,00;0,00;100,00
16/12/22 6:48;70,00;7,70;100,00;0,00;100,00
16/12/22 6:49;70,00;7,70;100,00;0,00;100,00
16/12/22 6:50;70,00;7,70;100,00;0,00;100,00
16/12/22 6:51;70,00;7,70;100,00;0,00;100,00
16/12/22 6:52;70,00;7,70;100,00;0,00;100,00
16/12/22 6:53;70,00;7,60;100,00;0,00;100,00
16/12/22 6:54;70,00;7,60;100,00;0,00;100,00
16/12/22 6:55;70,00;7,60;100,00;0,00;100,00
16/12/22 6:56;70,00;7,70;100,00;0,00;100,00
16/12/22 6:57;70,00;7,70;100,00;0,00;100,00
16/12/22 6:58;70,00;7,70;100,00;0,00;100,00
16/12/22 6:59;70,00;7,70;100,00;0,00;100,00
16/12/22 7:00;70,00;7,70;100,00;0,00;100,00
16/12/22 7:01;70,00;7,80;100,00;0,00;100,00
16/12/22 7:02;70,00;7,80;100,00;0,00;100,00
16/12/22 7:03;70,00;7,80;100,00;0,00;100,00
16/12/22 7:04;70,00;7,80;100,00;0,00;100,00
16/12/22 7:05;70,00;7,80;100,00;0,00;100,00
16/12/22 7:06;70,00;7,80;100,00;0,00;100,00
16/12/22 7:07;70,00;7,80;100,00;0,00;100,00
16/12/22 7:08;70,00;7,90;100,00;0,00;100,00
16/12/22 7:09;70,00;7,90;100,00;0,00;100,00
16/12/22 7:10;70,00;7,90;100,00;0,00;100,00
16/12/22 7:11;70,00;7,90;100,00;0,00;100,00
16/12/22 7:12;70,00;7,90;100,00;0,00;100,00
16/12/22 7:13;70,00;7,90;100,00;0,00;100,00
16/12/22 7:14;70,00;7,90;100,00;0,00;100,00
16/12/22 7:15;70,00;7,90;100,00;0,00;100,00
16/12/22 7:16;70,00;7,90;100,00;0,00;100,00
16/12/22 7:17;70,00;7,90;100,00;0,00;100,00
16/12/22 7:18;70,00;8,00;100,00;0,00;100,00
16/12/22 7:19;70,00;8,00;100,00;0,00;100,00
16/12/22 7:20;70,00;8,00;100,00;0,00;100,00
16/12/22 7:21;70,00;7,90;100,00;0,00;100,00
16/12/22 7:22;70,00;7,90;100,00;0,00;100,00
16/12/22 7:23;70,00;7,90;100,00;0,00;100,00
16/12/22 7:24;70,00;7,90;100,00;0,00;100,00
16/12/22 7:25;70,00;8,00;100,00;0,00;100,00
16/12/22 7:26;70,00;8,00;100,00;0,00;100,00
16/12/22 7:27;70,00;8,00;100,00;0,00;100,00
16/12/22 7:28;70,00;8,00;100,00;0,00;100,00
16/12/22 7:29;70,00;8,00;100,00;0,00;100,00
16/12/22 7:30;70,00;8,00;100,00;0,00;100,00
16/12/22 7:31;70,00;8,00;100,00;0,00;100,00
16/12/22 7:32;70,00;8,00;100,00;0,00;100,00
16/12/22 7:33;70,00;8,00;100,00;0,00;100,00
16/12/22 7:34;70,00;8,10;100,00;0,00;100,00
16/12/22 7:35;70,00;8,10;100,00;0,00;100,00
16/12/22 7:36;70,00;8,10;100,00;0,00;100,00
16/12/22 7:37;70,00;8,10;100,00;0,00;100,00
16/12/22 7:38;70,00;8,10;100,00;0,00;100,00
16/12/22 7:39;70,00;8,10;100,00;0,00;100,00
16/12/22 7:40;70,00;8,10;100,00;0,00;100,00
16/12/22 7:41;70,00;8,10;100,00;0,00;100,00
16/12/22 7:42;70,00;8,10;100,00;0,00;100,00
16/12/22 7:43;70,00;8,10;100,00;0,00;100,00
