DATA,Volume_Tq_Sebo_1_em_kg,Nivel_Tanque_Sebo_1,Temperatura_Tanque_de_Sebo_1,Volume_Tq_Sebo_2_em_kg,Nivel_Tanque_Sebo_2,Temperatura_Tanque_de_Sebo_2,Volume_Tq_Sebo_3_em_kg,Nivel_Tanque_Oleos,Temperatura_Tanque_de_Sebo_3,Volume_Tq_Sebo_4_em_kg,Nivel_Tanque_Sebo_4,Temperatura_Tanque_de_Sebo_4,Volume_Tq_Sebo_5_em_kg,Nivel_Tanque_Sebo_5,Temperatura_Tanque_de_Sebo_5,Temperatura_Tanque_de_Babacu,Nivel_Tanque_Babacu,Nivel_Tanque_Gordura_2,Nivel_Tanque_Gordura_1,Vazao_de_Gordura,Vazao_de_Lixivia_p/_Saponificacao,Vazao_de_Soda,Nivel_Tanque_Lixivia,Nivel_Tanque_Soda_Saboaria,Temperatura_Jet,Nivel_Jet,Pressao_Bomba_Jet,Pressao_Reator,Temperatura_Topo_Reator,Temperatura_Meio_Reator,Nivel_Tanque_Babacu,Temperatura_Tanque_de_Sabao_Base,Nivel_Tanque_Sabao_Base,Vazao_de_Sabao_Base,Temperatura_TC_Sabao_Base,Vacuo_Coluna_Barometrica_Secador,Pressao_Bomba_Sabao_Base,Temperatura_TC1_Secagem_2,Temperatura_TC2_Secagem_2,Vacuo_Coluna_Barometrica_Secador_2
01/08/23 03:31:00,197100,"54,0","47,9",236350,"64,9","67,5",88800,"21,8","47,5",1550,"2,0","25,8",31900,"9,3","100,0","0,0","26,6","82,3","79,6",1808, 215, 551,"61,3","86,5","102,5","34,8","5,1","3,0","113,9","113,7","26,6","59,3","100,0",   0,"43,7", 104,"4,9","148,9","147,1",1520
01/08/23 03:32:00,197250,"54,0","47,9",236400,"64,9","67,6",88900,"21,9","47,4",1550,"2,0","25,8",31950,"9,3","100,0","0,0","26,5","82,2","79,4",1805, 215, 547,"61,3","86,4","102,1","34,3","5,1","3,0","113,8","113,7","26,5","59,4","100,0",   0,"44,1", 104,"5,0","148,9","145,6",1520
01/08/23 03:33:00,197250,"54,0","47,9",236350,"64,9","67,8",88450,"21,8","47,8",1550,"2,0","25,7",31950,"9,3","100,0","0,0","26,5","82,0","79,2",1799, 216, 551,"61,3","86,4","102,2","35,0","5,1","3,0","113,7","113,7","26,5","59,4","100,0",   0,"43,4", 105,"5,5","150,2","146,7",1520
01/08/23 03:34:00,197250,"54,0","47,9",236400,"64,9","68,2",88900,"21,9","47,5",1550,"2,0","25,5",32000,"9,3","100,0","0,0","26,6","81,8","79,1",1800, 217, 554,"61,4","86,3","102,7","35,6","5,2","3,0","113,6","113,7","26,6","59,3","100,0",   0,"43,3", 105,"5,7","151,4","146,8",1520
01/08/23 03:35:00,197200,"54,0","47,9",236400,"64,9","68,4",88800,"21,8","47,5",1400,"1,9","25,6",31950,"9,3","100,0","0,0","26,5","81,6","78,9",1789, 218, 557,"61,4","86,2","103,5","34,4","5,0","3,0","113,5","113,7","26,5","59,3","100,0",   0,"43,0", 105,"5,3","152,9","147,8",1520
01/08/23 03:36:00,197350,"54,0","47,9",236400,"64,9","68,4",88400,"21,7","47,5",1600,"2,0","25,1",32000,"9,3","100,0","0,0","26,5","81,4","78,7",1777, 217, 556,"61,3","86,2","104,0","35,0","5,2","3,0","113,4","113,8","26,5","59,3","100,0",   0,"44,0", 104,"5,3","154,5","148,8",1520
01/08/23 03:37:00,197350,"54,1","47,9",236400,"64,9","68,5",89100,"21,9","47,5",1500,"2,0","25,3",31950,"9,3","100,0","0,0","26,5","81,3","78,5",1809, 216, 554,"61,4","86,1","104,0","34,5","5,1","3,0","113,4","114,1","26,5","59,3","100,0",   0,"43,0", 105,"5,2","152,8","148,3",1520
01/08/23 03:38:00,197250,"54,0","47,9",236400,"64,9","68,7",88650,"21,8","47,4",1450,"1,9","25,4",31950,"9,3","100,0","0,0","26,6","81,1","78,3",1793, 217, 551,"61,4","86,0","104,0","34,8","5,1","3,0","113,4","114,5","26,6","59,3","100,0",   0,"43,1", 104,"5,3","152,7","148,0",1520
01/08/23 03:39:00,197250,"54,0","47,9",236400,"64,9","69,1",88500,"21,8","47,5",1600,"2,0","25,5",31900,"9,3","100,0","0,0","26,6","80,9","78,1",1805, 218, 551,"61,3","86,0","102,8","36,2","5,1","3,0","113,4","114,7","26,6","59,3","100,0",   0,"43,1", 104,"5,0","151,4","147,3",1520
01/08/23 03:40:00,197250,"54,0","47,8",236450,"64,9","69,0",89350,"21,9","47,4",1500,"2,0","25,6",31950,"9,3","100,0","0,0","26,6","80,7","77,9",1801, 217, 551,"61,4","85,9","105,2","34,3","5,2","3,0","113,5","114,9","26,6","59,4","100,0",   0,"43,1", 106,"5,0","150,3","146,5",1520
01/08/23 03:41:00,197300,"54,0","47,9",236450,"64,9","69,1",88750,"21,8","47,3",1500,"2,0","25,3",31950,"9,3","100,0","0,0","26,6","80,5","77,8",1799, 215, 553,"61,4","85,9","104,1","34,5","5,1","3,0","113,6","115,3","26,6","59,3","100,0",   0,"43,0", 105,"5,0","151,2","147,2",1520
01/08/23 03:42:00,197250,"54,0","47,9",236450,"64,9","69,3",88500,"21,8","47,7",1450,"2,0","25,2",31950,"9,3","100,0","0,0","26,6","80,3","77,6",1824, 214, 550,"61,4","85,8","104,0","35,6","5,0","3,0","113,7","115,6","26,6","59,3","100,0",   0,"43,0", 105,"5,0","151,3","146,5",1520
01/08/23 03:43:00,197250,"54,0","47,9",236450,"64,9","69,4",89000,"21,9","47,4",1550,"2,0","25,1",31950,"9,3","100,0","0,0","26,6","80,1","77,4",1811, 217, 552,"61,4","85,7","104,1","34,8","5,0","3,0","113,8","115,7","26,6","59,3","100,0",   0,"43,2", 105,"5,3","150,9","147,4",1520
01/08/23 03:44:00,197250,"54,0","47,8",236450,"64,9","69,4",89000,"21,9","47,2",1550,"2,0","25,0",31850,"9,3","100,0","0,0","26,5","80,0","77,2",1810, 216, 550,"61,4","85,6","104,0","34,0","4,8","3,0","113,8","115,8","26,5","59,3","100,0",   0,"44,5", 106,"5,2","152,9","150,2",1520
01/08/23 03:45:00,197250,"54,0","47,9",236450,"64,9","69,5",88850,"21,9","47,3",1450,"1,9","25,4",32000,"9,3","100,0","0,0","26,6","79,8","77,1",1783, 216, 554,"61,4","85,6","104,0","36,3","5,1","3,0","114,2","116,2","26,6","59,3","100,0",   0,"44,5", 105,"5,4","153,0","148,8",1520
01/08/23 03:46:00,197250,"54,0","47,9",236450,"64,9","69,7",89100,"21,9","47,3",1450,"2,0","25,7",31850,"9,3","100,0","0,0","26,6","79,6","76,8",1792, 215, 553,"61,4","85,5","104,4","35,6","5,1","3,0","114,3","116,4","26,6","59,3","100,0",   0,"45,0", 105,"5,3","153,4","149,2",1520
01/08/23 03:47:00,197250,"54,0","47,8",236450,"64,9","69,7",88900,"21,9","47,4",1500,"1,9","25,3",31900,"9,3","100,0","0,0","26,6","79,4","76,7",1796, 217, 553,"61,4","85,4","104,4","34,1","5,0","3,0","114,6","116,7","26,6","59,3","100,0",   0,"44,9", 105,"5,2","154,2","149,8",1520
01/08/23 03:48:00,197250,"54,0","48,0",236450,"64,9","69,9",88900,"21,9","47,2",1450,"1,9","25,8",31950,"9,3","100,0","0,0","26,5","79,3","76,5",1800, 216, 553,"61,4","85,4","104,0","33,8","4,8","3,0","114,7","116,8","26,5","59,3","100,0",   0,"44,9", 105,"5,2","152,9","149,6",1520
01/08/23 03:49:00,197250,"54,0","47,8",236450,"64,9","70,1",88700,"21,8","48,0",1500,"2,0","25,6",31950,"9,3","100,0","0,0","26,6","79,1","76,3",1806, 216, 556,"61,4","85,3","104,1","35,4","4,8","3,0","115,2","117,0","26,6","59,3","100,0",   0,"45,7", 106,"5,0","152,1","148,8",1520
01/08/23 03:50:00,197250,"54,0","47,8",236450,"64,9","70,3",88600,"21,8","47,3",1400,"1,9","25,3",31950,"9,3","100,0","0,0","26,6","78,9","76,1",1804, 215, 557,"61,4","85,3","103,9","35,9","5,1","3,0","115,6","117,2","26,6","59,3","100,0",   0,"44,9", 106,"5,0","151,5","148,2",1520
01/08/23 03:51:00,197250,"54,0","47,8",236450,"64,9","70,3",88600,"21,8","47,3",1350,"1,9","25,3",32050,"9,4","100,0","0,0","26,6","78,7","75,9",1828, 215, 559,"61,4","85,2","104,1","34,2","5,0","3,0","116,0","117,3","26,6","59,3","100,0",   0,"44,8", 106,"5,3","151,9","148,5",1520
01/08/23 03:52:00,197250,"54,0","47,8",236450,"64,9","70,3",88600,"21,8","48,0",1500,"2,0","25,1",31900,"9,3","100,0","0,0","26,6","78,5","75,8",1788, 219, 555,"61,4","85,1","104,0","35,0","5,1","3,0","116,3","117,3","26,6","59,2","100,0",   0,"44,9", 105,"5,0","151,9","148,7",1520
01/08/23 03:53:00,197250,"54,0","47,8",236450,"64,9","70,4",88700,"21,8","47,3",1500,"2,0","25,2",31950,"9,3","100,0","0,0","26,5","78,3","75,6",1805, 216, 554,"61,5","85,1","104,0","35,2","4,9","3,0","116,7","117,4","26,5","59,3","100,0",   0,"44,9", 105,"5,5","150,7","147,5",1520
01/08/23 03:54:00,197250,"54,0","47,9",236400,"64,9","70,5",89050,"21,9","47,3",1500,"2,0","25,5",32000,"9,3","100,0","0,0","26,5","78,1","75,4",1798, 216, 547,"61,5","85,0","104,2","34,3","4,7","3,0","116,9","117,4","26,5","59,3","100,0",   0,"45,1", 105,"7,4","151,7","148,1",1520
01/08/23 03:55:00,197250,"54,0","47,8",236450,"64,9","70,3",89000,"21,9","47,3",1450,"2,0","25,2",31950,"9,3","100,0","0,0","26,6","77,9","75,2",1811, 215, 554,"61,5","84,9","104,1","34,6","4,8","3,0","117,1","117,5","26,6","59,2","100,0",   0,"44,9", 104,"6,7","152,8","148,7",1520
01/08/23 03:56:00,197250,"54,0","47,8",236450,"64,9","70,5",88700,"21,8","47,4",1450,"1,9","24,9",31900,"9,3","100,0","0,0","26,5","77,8","75,0",1811, 215, 553,"61,5","84,9","104,0","35,9","4,9","3,0","117,2","117,6","26,5","59,2","100,0",   0,"45,8", 103,"5,9","151,1","147,2",1520
01/08/23 03:57:00,197250,"54,0","47,8",236450,"64,9","70,6",88950,"21,9","47,4",1500,"2,0","25,3",32000,"9,3","100,0","0,0","26,5","77,6","74,8",1790, 216, 552,"61,5","84,8","104,1","34,9","4,8","3,0","117,3","117,6","26,5","59,3","100,0",   0,"44,9", 104,"6,0","153,2","146,9",1520
01/08/23 03:58:00,197250,"54,0","47,8",236450,"64,9","70,6",89200,"21,9","47,3",1500,"1,9","25,3",32000,"9,3","100,0","0,0","26,6","77,4","74,7",1805, 215, 556,"61,5","84,7","104,0","34,1","4,7","3,0","117,5","117,7","26,6","59,2","100,0",   0,"44,9", 103,"5,3","154,1","148,6",1520
01/08/23 03:59:00,197250,"54,0","47,8",236450,"64,9","70,6",88900,"21,9","47,3",1450,"1,9","25,5",31950,"9,3","100,0","0,0","26,6","77,2","74,5",1807, 215, 553,"61,5","84,7","103,8","34,2","4,4","3,0","117,7","117,6","26,6","59,3","100,0",   0,"44,9", 104,"6,3","154,2","148,8",1520
01/08/23 04:00:00,197250,"54,0","47,7",236450,"64,9","70,6",88900,"21,9","47,3",1550,"2,0","25,5",31950,"9,3","100,0","0,0","26,6","77,0","74,3",1819, 214, 551,"61,5","84,6","104,1","36,3","4,9","3,0","117,8","117,8","26,6","59,2","100,0",   0,"44,9", 105,"5,5","154,0","149,2",1520
01/08/23 04:01:00,197250,"54,0","47,8",236400,"64,9","70,5",88900,"21,9","47,2",1500,"1,9","25,2",31950,"9,3","100,0","0,0","26,6","76,8","74,1",1802, 216, 554,"61,5","84,5","104,0","35,6","4,9","3,0","118,0","117,8","26,6","59,2","100,0",   0,"44,8", 104,"5,2","153,9","150,3",1520
01/08/23 04:02:00,197250,"54,0","47,8",236400,"64,9","70,6",88900,"21,8","47,2",1550,"2,0","25,0",31850,"9,3","100,0","0,0","26,6","76,7","73,9",1789, 216, 550,"61,5","84,4","103,9","34,2","4,9","3,0","118,1","117,7","26,6","59,2","100,0",   0,"44,9", 106,"5,9","152,6","149,0",1520
01/08/23 04:03:00,197250,"54,0","47,8",236400,"64,9","70,6",89350,"22,0","47,2",1450,"1,9","25,5",31900,"9,3","100,0","0,0","26,5","76,5","73,7",1798, 216, 551,"61,5","84,4","104,0","34,8","4,9","3,0","118,3","117,7","26,5","59,3","100,0",   0,"44,9", 108,"6,7","152,6","149,2",1520
01/08/23 04:04:00,197250,"54,0","47,7",236400,"64,9","70,6",89000,"21,9","47,2",1500,"1,9","25,1",31900,"9,3","100,0","0,0","26,6","76,3","73,6",1792, 216, 559,"61,5","84,3","104,0","35,3","4,8","3,0","118,7","117,7","26,6","59,2","100,0",   0,"44,4", 105,"5,7","154,9","150,5",1520
01/08/23 04:05:00,197250,"54,0","47,7",236400,"64,9","70,8",89100,"21,9","47,1",1550,"2,0","25,0",31900,"9,3","100,0","0,0","26,5","76,1","73,4",1802, 216, 550,"61,5","84,3","105,0","35,6","4,9","3,0","118,5","117,7","26,5","59,2","100,0",   0,"43,3", 106,"5,8","154,8","150,9",1520
01/08/23 04:06:00,197250,"54,0","47,7",236400,"64,9","70,6",88800,"21,8","47,0",1550,"2,0","25,2",31900,"9,3","100,0","0,0","26,5","75,9","73,2",1794, 216, 552,"61,5","84,2","103,9","34,4","4,9","3,0","118,8","117,9","26,5","59,2","100,0",   0,"43,3", 108,"6,5","155,2","150,7",1520
01/08/23 04:07:00,197250,"54,0","47,7",236400,"64,9","70,7",88950,"21,9","47,1",1500,"2,0","25,0",31900,"9,3","100,0","0,0","26,6","75,8","73,0",1792, 216, 548,"61,5","84,1","104,0","34,0","4,6","3,0","118,8","118,0","26,6","59,2","100,0",   0,"43,2", 108,"9,1","155,6","152,8",1520
01/08/23 04:08:00,197250,"54,0","47,7",236400,"64,9","70,7",89050,"21,9","47,1",1550,"2,0","25,2",31950,"9,3","100,0","0,0","26,6","75,6","72,8",1786, 217, 549,"61,6","84,1","104,1","34,7","4,4","3,0","118,7","118,0","26,6","59,2","100,0",   0,"43,2", 104,"7,6","155,6","151,8",1520
01/08/23 04:09:00,197250,"54,0","47,7",236400,"64,9","70,7",89200,"21,9","47,1",1450,"2,0","25,5",31850,"9,3","100,0","0,0","26,6","75,4","72,6",1791, 218, 549,"61,6","84,0","105,2","35,5","4,5","3,0","118,8","118,0","26,6","59,2","100,0",   0,"43,2", 103,"6,5","152,5","150,6",1520
01/08/23 04:10:00,197250,"54,0","47,7",236400,"64,9","70,6",88750,"21,8","46,9",1550,"2,0","25,4",32000,"9,3","100,0","0,0","26,6","75,2","72,4",1804, 217, 545,"61,6","84,0","103,9","35,2","4,6","3,0","118,9","117,9","26,6","59,2","100,0",   0,"43,2", 104,"8,0","152,1","149,7",1520
01/08/23 04:11:00,197250,"54,0","47,7",236400,"64,9","70,6",88650,"21,8","47,2",1500,"2,0","25,1",31950,"9,3","100,0","0,0","26,6","75,0","72,3",1807, 216, 544,"61,7","83,9","104,0","34,5","4,5","3,0","119,1","118,0","26,6","59,2","100,0",   0,"43,2", 104,"4,3","154,0","149,8",1520
01/08/23 04:12:00,197250,"54,0","47,7",236400,"64,9","70,6",89100,"21,9","47,2",1450,"1,9","25,0",31900,"9,3","100,0","0,0","26,6","74,8","72,1",1800, 215, 551,"61,6","83,8","104,0","34,4","4,3","3,0","119,2","118,0","26,6","59,2","100,0",   0,"43,2", 102,"4,1","151,5","148,7",1520
01/08/23 04:13:00,197250,"54,0","47,8",236400,"64,9","70,6",89100,"21,9","47,1",1400,"1,9","24,8",32000,"9,3","100,0","0,0","26,5","74,7","71,9",1796, 217, 548,"61,6","83,8","104,7","34,8","4,3","3,0","119,3","117,9","26,5","59,2","100,0",   0,"43,2", 104,"5,1","147,0","144,4",1520
01/08/23 04:14:00,197250,"54,0","47,7",236400,"64,9","70,6",89100,"21,9","47,1",1500,"2,0","24,8",32000,"9,4","100,0","0,0","26,6","74,5","71,7",1793, 216, 547,"61,7","83,7","104,6","35,4","4,5","3,0","119,4","117,9","26,6","59,2","100,0",   0,"43,4", 105,"5,9","150,4","146,6",1520
01/08/23 04:15:00,197250,"54,0","47,7",236400,"64,9","70,8",88500,"21,8","47,2",1500,"2,0","25,1",32000,"9,3","100,0","0,0","26,6","74,3","71,5",1807, 216, 548,"61,6","83,6","104,0","36,2","4,8","3,0","119,5","117,9","26,6","59,2","100,0",   0,"44,0", 107,"6,0","154,7","150,5",1520
01/08/23 04:16:00,197250,"54,0","47,7",236400,"64,9","70,8",88750,"21,8","47,1",1450,"1,9","25,0",32000,"9,4","100,0","0,0","26,6","74,1","71,3",1796, 215, 548,"61,6","83,6","104,1","35,4","4,7","3,0","119,4","117,9","26,6","59,2","100,0",   0,"44,2", 107,"6,3","155,8","152,3",1520
01/08/23 04:17:00,197250,"54,0","47,7",236400,"64,9","70,5",88750,"21,8","47,1",1550,"2,0","25,1",32050,"9,4","100,0","0,0","26,6","73,9","71,2",1809, 216, 548,"61,6","83,5","104,0","34,1","4,6","3,0","119,3","117,9","26,6","59,2","100,0",   0,"43,0", 108,"6,4","156,5","152,6",1520
01/08/23 04:18:00,197250,"54,0","47,7",236400,"64,9","70,6",89050,"21,9","47,0",1500,"2,0","25,1",31950,"9,3","100,0","0,0","26,6","73,8","71,0",1793, 217, 545,"61,6","83,4","104,1","34,6","4,6","3,0","119,3","118,1","26,6","59,2","100,0",   0,"43,1", 107,"6,5","157,1","153,1",1520
01/08/23 04:19:00,197250,"54,0","47,7",236400,"64,9","70,5",88850,"21,8","46,9",1450,"1,9","25,0",32000,"9,4","100,0","0,0","26,5","73,6","70,8",1791, 217, 546,"61,6","83,4","104,0","35,8","4,9","3,0","119,2","118,0","26,5","59,1","100,0",   0,"43,6", 106,"7,5","157,2","154,0",1520
01/08/23 04:20:00,197250,"54,0","47,6",236400,"64,9","70,6",89650,"22,0","46,9",1550,"2,0","24,9",32000,"9,4","100,0","0,0","26,6","73,4","70,6",1801, 217, 545,"61,6","83,3","104,0","35,8","5,0","3,0","119,3","117,9","26,6","59,1","100,0",   0,"43,7", 106,"7,3","158,1","154,6",1520
01/08/23 04:21:00,197250,"54,0","47,6",236400,"64,9","70,6",88250,"21,7","47,1",1500,"2,0","25,0",32050,"9,4","100,0","0,0","26,6","73,2","70,4",1786, 217, 547,"61,6","83,3","104,0","34,6","4,9","3,0","119,3","117,9","26,6","59,1","100,0",   0,"43,7", 105,"8,5","157,6","154,9",1520
01/08/23 04:22:00,197250,"54,0","47,7",236400,"64,9","70,5",89400,"22,0","46,9",1450,"1,9","25,0",32000,"9,3","100,0","0,0","26,6","73,0","70,3",1803, 216, 551,"61,6","83,2","104,0","34,1","4,7","3,0","119,3","117,9","26,6","59,1","100,0",   0,"43,8", 104,"8,1","156,9","154,0",1520
01/08/23 04:23:00,197250,"54,0","47,7",236400,"64,9","70,4",88650,"21,8","46,9",1550,"2,0","25,3",31950,"9,3","100,0","0,0","26,6","72,8","70,1",1803, 216, 541,"61,6","83,1","103,9","34,6","4,6","3,0","119,2","117,8","26,6","59,1","100,0",   0,"43,8", 103,"8,5","155,7","153,4",1520
01/08/23 04:24:00,197250,"54,0","47,6",236400,"64,9","70,4",88500,"21,8","47,0",1400,"1,9","24,9",32100,"9,4","100,0","0,0","26,6","72,6","69,9",1803, 215, 548,"61,6","83,1","104,1","34,8","4,6","3,0","119,4","117,8","26,6","59,1","100,0",   0,"43,7", 103,"8,3","155,6","153,1",1520
01/08/23 04:25:00,197250,"54,0","47,8",236400,"64,9","70,5",89250,"21,9","47,0",1450,"1,9","25,2",32000,"9,3","100,0","0,0","26,6","72,4","69,7",1817, 216, 542,"61,6","83,0","104,0","35,2","4,6","3,0","119,3","117,9","26,6","59,1","100,0",   0,"43,7", 102,"7,5","153,3","151,5",1520
01/08/23 04:26:00,197250,"54,0","47,6",236400,"64,9","70,4",88600,"21,8","46,9",1550,"2,0","24,9",32050,"9,4","100,0","0,0","26,6","72,3","69,6",1809, 216, 546,"61,6","82,9","104,1","34,6","4,4","3,0","119,5","117,8","26,6","59,1","100,0",   0,"43,7", 102,"7,2","152,7","150,1",1520
01/08/23 04:27:00,197250,"54,0","47,6",236400,"64,9","70,4",88950,"21,9","47,7",1550,"2,0","24,7",32050,"9,4","100,0","0,0","26,5","72,1","69,4",1789, 217, 547,"61,6","82,9","104,1","34,4","4,3","3,0","119,3","117,7","26,5","59,1","100,0",   0,"43,7", 103,"5,6","151,1","149,6",1520
01/08/23 04:28:00,197250,"54,0","47,6",236400,"64,9","70,4",89050,"21,9","46,9",1400,"1,9","25,1",32000,"9,3","100,0","0,0","26,5","71,9","69,2",1817, 216, 549,"61,6","82,8","104,0","34,9","4,4","3,0","119,2","117,7","26,5","59,1","100,0",   0,"43,7", 105,"6,3","150,5","149,7",1520
01/08/23 04:29:00,197250,"54,0","47,6",236400,"64,9","70,4",89050,"21,9","47,0",1550,"2,0","24,8",32000,"9,4","100,0","0,0","26,6","71,7","69,0",1788, 216, 541,"61,6","82,7","104,0","35,3","4,5","3,0","119,2","117,7","26,6","59,2","100,0",   0,"44,8", 105,"6,1","153,7","151,7",1520
01/08/23 04:30:00,197250,"54,0","47,6",236400,"64,9","70,6",88550,"21,8","46,9",1450,"1,9","24,8",32000,"9,3","100,0","0,0","26,5","71,5","68,8",1799, 215, 546,"61,6","82,7","104,0","35,5","4,5","3,0","119,2","117,8","26,5","59,1","100,0",   0,"43,6", 106,"6,6","155,6","152,4",1520
01/08/23 04:31:00,197250,"54,0","47,6",236400,"64,9","70,4",88850,"21,9","47,0",1450,"2,0","24,9",32000,"9,3","100,0","0,0","26,6","71,4","68,6",1799, 216, 544,"61,6","82,6","104,0","34,7","4,4","3,0","119,2","117,8","26,6","59,1","100,0",   0,"43,6", 105,"6,9","156,2","154,6",1520
01/08/23 04:32:00,197250,"54,0","47,6",236400,"64,9","70,4",88850,"21,8","46,8",1400,"1,9","24,9",32050,"9,4","100,0","0,0","26,6","71,2","68,4",1805, 215, 544,"61,6","82,5","104,0","34,4","4,4","3,0","119,1","117,8","26,6","59,1","100,0",   0,"43,3", 106,"7,8","158,2","155,2",1520
01/08/23 04:33:00,197250,"54,0","47,6",236400,"64,9","70,3",89400,"22,0","46,9",1500,"2,0","24,8",32000,"9,3","100,0","0,0","26,6","71,0","68,3",1812, 216, 547,"61,6","82,5","104,0","35,6","4,6","3,0","119,2","117,8","26,6","59,1","100,0",   0,"43,2", 106,"8,0","159,6","157,4",1520
01/08/23 04:34:00,197250,"54,0","47,6",236350,"64,9","70,3",89250,"21,9","46,8",1400,"1,9","25,2",32100,"9,4","100,0","0,0","26,6","70,8","68,1",1794, 217, 546,"61,6","82,4","104,1","35,5","4,9","3,0","119,2","117,7","26,6","59,2","100,0",   0,"43,5", 104,"7,3","158,1","156,1",1520
01/08/23 04:35:00,197250,"54,0","47,6",236350,"64,9","70,3",89400,"22,0","46,8",1500,"2,0","24,8",32050,"9,4","100,0","0,0","26,5","70,6","67,9",1797, 215, 542,"61,6","82,3","104,0","35,8","4,6","3,0","119,3","117,7","26,5","59,1","100,0",   0,"43,0", 104,"2,0","158,4","157,4",1520
01/08/23 04:36:00,197250,"54,0","47,5",236350,"64,9","70,3",89450,"22,0","46,9",1500,"2,0","25,0",32050,"9,4","100,0","0,0","26,6","70,4","67,7",1805, 214, 545,"61,6","82,3","105,3","34,2","4,6","3,0","119,3","117,7","26,6","59,2","100,0",   0,"43,7", 371,"2,0","154,6","152,2",1520
01/08/23 04:37:00,197250,"54,0","47,6",236350,"64,9","70,2",88850,"21,8","46,8",1400,"1,9","25,3",32050,"9,4","100,0","0,0","26,6","70,3","67,5",1796, 216, 546,"61,6","82,2","104,1","35,0","4,7","3,0","119,5","117,6","26,6","59,1","100,0",   0,"43,0", 729,"2,0","151,9","146,8",1520
01/08/23 04:38:00,197250,"54,0","47,7",236350,"64,9","70,2",89000,"21,9","47,0",1500,"2,0","24,6",32050,"9,4","100,0","0,0","26,6","70,1","67,4",1798, 215, 543,"61,6","82,2","104,0","36,0","4,8","3,0","119,7","117,6","26,6","59,1","100,0",   0,"43,0", 736,"2,1","153,4","148,0",1520
01/08/23 04:39:00,197250,"54,0","47,7",236350,"64,9","70,2",88350,"21,7","46,7",1550,"2,0","24,9",32050,"9,4","100,0","0,0","26,6","69,9","67,2",1807, 216, 546,"61,6","82,1","104,5","34,1","4,5","3,0","119,6","117,5","26,6","59,1","100,0",   0,"43,0", 734,"2,0","153,2","147,3",1520
01/08/23 04:40:00,197250,"54,0","47,7",236350,"64,9","70,2",89350,"21,9","46,8",1500,"1,9","24,9",32050,"9,4","100,0","0,0","26,6","69,7","67,0",1780, 218, 546,"61,6","82,0","103,9","35,3","4,7","3,0","119,6","117,4","26,6","59,1","100,0",   0,"43,0", 729,"2,0","152,7","145,6",1520
01/08/23 04:41:00,197250,"54,0","47,5",236350,"64,9","70,2",89600,"22,0","46,8",1500,"2,0","25,0",32050,"9,4","100,0","0,0","26,6","69,5","66,8",1797, 217, 544,"61,6","82,0","104,1","35,4","4,7","3,0","119,6","117,5","26,6","59,1","100,0",   0,"43,1", 728,"1,8","152,0","143,2",1520
01/08/23 04:42:00,197250,"54,0","47,5",236350,"64,9","70,1",89050,"21,9","46,9",1500,"2,0","25,3",32000,"9,4","100,0","0,0","26,6","69,3","66,6",1774, 214, 543,"61,6","81,9","104,0","34,9","4,7","3,0","119,6","117,6","26,6","59,1","100,0",   0,"44,0", 729,"2,2","150,5","139,9",1520
01/08/23 04:43:00,197250,"54,0","47,5",236350,"64,9","70,2",89350,"21,9","46,7",1600,"2,0","25,0",32050,"9,4","100,0","0,0","26,6","69,2","66,4",1811, 215, 545,"61,6","81,8","104,0","34,7","4,6","3,0","119,5","117,7","26,6","59,1","100,0",   0,"43,1", 728,"2,0","148,5","136,4",1520
01/08/23 04:44:00,197250,"54,0","47,6",236300,"64,9","70,0",89150,"21,9","46,6",1550,"2,0","25,2",32050,"9,4","100,0","0,0","26,6","69,0","66,2",1803, 215, 544,"61,6","81,7","104,1","35,3","4,7","3,0","119,5","117,8","26,6","59,1","100,0",   0,"43,5", 728,"1,7","146,4","133,2",1520
01/08/23 04:45:00,197250,"54,0","47,5",236350,"64,9","70,1",89900,"22,0","46,6",1550,"2,0","25,0",32050,"9,4","100,0","0,0","26,6","68,8","66,1",1781, 216, 548,"61,6","81,7","104,0","35,3","4,9","3,0","119,6","117,9","26,6","59,1","100,0",   0,"44,9", 727,"2,1","144,0","130,5",1520
01/08/23 04:46:00,197250,"54,0","47,5",236350,"64,9","70,0",88950,"21,9","46,6",1500,"2,0","24,6",32100,"9,4","100,0","0,0","26,6","68,6","65,9",1807, 216, 547,"61,6","81,6","104,0","34,8","4,7","3,0","119,4","118,1","26,6","59,1","100,0",   0,"43,7", 727,"2,0","142,0","128,2",1520
01/08/23 04:47:00,197250,"54,0","47,5",236350,"64,9","70,0",90000,"22,1","46,7",1450,"2,0","24,7",32050,"9,4","100,0","0,0","26,6","68,4","65,7",1803, 216, 546,"61,6","81,6","104,1","35,1","4,6","3,0","119,4","117,9","26,6","59,1","100,0",   0,"43,8", 727,"2,2","140,6","126,6",1520
01/08/23 04:48:00,197250,"54,0","47,5",236350,"64,9","70,0",89400,"22,0","46,6",1500,"2,0","24,7",32150,"9,4","100,0","0,0","26,6","68,2","65,5",1797, 216, 549,"61,6","81,5","104,1","34,9","4,6","3,0","119,4","117,9","26,6","59,1","100,0",   0,"43,9", 726,"2,0","138,7","124,1",1520
